#
# conName	fromPadded	toPadded	fromUnPadded	toUnPadded	type	SNPqual	qualA	qualC	qualG	qualT	qual*	comment
#
302_c1	547	547	-1	-1	H454							No edit. PL: 2 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	549	549	539	539	ESDN							
302_c1	556	556	546	546	ESDN							
302_c1	556	556	546	546	H454							No edit. PL: 2 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	577	577	-1	-1	H454							No edit. PL: 4 RS: 14 RL: 2 RWTS: 0 EL: 2
302_c1	578	578	567	567	ESDN							
302_c1	581	581	570	570	ESDN							
302_c1	593	593	582	582	H454							No edit. PL: 1 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	597	597	586	586	H454							No edit. PL: 1 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	622	622	611	611	ESDN							
302_c1	623	623	-1	-1	H454							Funny histogram No edit. PL: 2 RS: 18 RL: 1 RWTS: 0 EL: 1
302_c1	624	624	-1	-1	H454							No edit. PL: 1 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	627	627	614	614	H454							No edit. PL: 1 RS: 19 RL: 0 RWTS: 0 EL: 0
302_c1	630	630	617	617	H454							No edit. PL: 2 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	636	636	623	623	H454							No edit. PL: 2 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	643	643	629	629	ESDN							
302_c1	649	649	635	635	H454							No edit. PL: 3 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	658	658	644	644	H454							No edit. PL: 4 RS: 19 RL: 0 RWTS: 0 EL: 0
302_c1	693	693	679	679	ESDN							
302_c1	693	693	679	679	H454							No edit. PL: 1 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	711	711	697	697	H454							No edit. PL: 3 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	719	719	705	705	ESDN							
302_c1	719	719	705	705	H454							No edit. PL: 2 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	723	723	709	709	H454							No edit. PL: 1 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	725	725	711	711	H454							No edit. PL: 1 RS: 19 RL: 0 RWTS: 0 EL: 0
302_c1	742	742	728	728	H454							No edit. PL: 1 RS: 19 RL: 0 RWTS: 0 EL: 0
302_c1	750	750	736	736	ESDN							
302_c1	755	755	741	741	H454							No edit. PL: 1 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	762	762	748	748	H454							Funny histogram No edit. PL: 4 RS: 16 RL: 1 RWTS: 0 EL: 1
302_c1	766	766	752	752	ESDN							
302_c1	766	766	752	752	H454							No edit. PL: 1 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	767	767	-1	-1	H454							Funny histogram No edit. PL: 3 RS: 17 RL: 2 RWTS: 0 EL: 2
302_c1	809	809	794	794	H454							No edit. PL: 2 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	822	822	807	807	H454							No edit. PL: 1 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	831	831	816	816	H454							No edit. PL: 3 RS: 16 RL: 0 RWTS: 0 EL: 0
302_c1	833	833	818	818	H454							No edit. PL: 3 RS: 16 RL: 0 RWTS: 0 EL: 0
302_c1	843	843	-1	-1	H454							No edit. PL: 3 RS: 14 RL: 2 RWTS: 0 EL: 2
302_c1	844	844	828	828	H454							No edit. PL: 3 RS: 14 RL: 2 RWTS: 0 EL: 2
302_c1	852	852	836	836	ESDN							
302_c1	854	854	838	838	ESDN							
302_c1	860	860	844	844	H454							No edit. PL: 3 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	861	861	-1	-1	H454							No edit. PL: 3 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	863	863	846	846	H454							Smoking gun  Edit: T PL: 1 RS: 17 RL: 1 RWTS: 0 EL: 1
302_c1	864	864	847	847	ESDN							
302_c1	880	880	863	863	ESDN							
302_c1	880	880	863	863	H454							No edit. PL: 1 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	890	890	873	873	H454							No edit. PL: 1 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	891	891	-1	-1	H454							No edit. PL: 0 RS: 17 RL: 2 RWTS: 0 EL: 2
302_c1	893	893	875	875	H454							No edit. PL: 1 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	895	895	877	877	H454							No edit. PL: 1 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	921	921	903	903	H454							No edit. PL: 2 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	929	929	911	911	H454							No edit. PL: 2 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	933	933	915	915	H454							No edit. PL: 1 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	935	935	917	917	ESDN							
302_c1	935	935	917	917	H454							No edit. PL: 1 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	940	940	922	922	ESDN							
302_c1	941	941	-1	-1	H454							No edit. PL: 1 RS: 15 RL: 2 RWTS: 0 EL: 2
302_c1	954	954	934	934	ESDN							
302_c1	970	970	950	950	H454							No edit. PL: 2 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	976	976	956	956	H454							No edit. PL: 2 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	978	978	958	958	ESDN							
302_c1	978	978	958	958	H454							No edit. PL: 2 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	983	983	963	963	H454							Smoking gun  Edit: G PL: 1 RS: 17 RL: 1 RWTS: 0 EL: 1
302_c1	985	985	964	964	ESDN							
302_c1	1005	1005	984	984	ESDN							
302_c1	1005	1005	984	984	H454							No edit. PL: 1 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	1011	1011	990	990	ESDN							
302_c1	1011	1011	990	990	H454							No edit. PL: 1 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	1013	1013	992	992	ESDN							
302_c1	1013	1013	992	992	H454							No edit. PL: 1 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	1015	1015	-1	-1	H454							No edit. PL: 4 RS: 14 RL: 4 RWTS: 0 EL: 4
302_c1	1016	1016	994	994	ESDN							
302_c1	1016	1016	994	994	H454							No edit. PL: 4 RS: 14 RL: 4 RWTS: 0 EL: 4
302_c1	1024	1024	1002	1002	ESDN							
302_c1	1024	1024	1002	1002	H454							No edit. PL: 2 RS: 19 RL: 0 RWTS: 0 EL: 0
302_c1	1029	1029	-1	-1	H454							Smoking gun  Edit: T PL: 2 RS: 18 RL: 1 RWTS: 0 EL: 1
302_c1	1038	1038	1015	1015	H454							No edit. PL: 5 RS: 14 RL: 2 RWTS: 0 EL: 2
302_c1	1039	1039	-1	-1	ESDN							
302_c1	1039	1039	-1	-1	H454							No edit. PL: 5 RS: 14 RL: 2 RWTS: 0 EL: 2
302_c1	1041	1041	1017	1017	ESDN							
302_c1	1055	1055	-1	-1	H454							No edit. PL: 4 RS: 16 RL: 4 RWTS: 0 EL: 4
302_c1	1063	1063	1038	1038	H454							No edit. PL: 2 RS: 19 RL: 0 RWTS: 0 EL: 0
302_c1	1070	1070	1045	1045	ESDN							
302_c1	1089	1089	-1	-1	H454							No edit. PL: 6 RS: 13 RL: 2 RWTS: 0 EL: 2
302_c1	1090	1090	1064	1064	H454							No edit. PL: 6 RS: 13 RL: 2 RWTS: 0 EL: 2
302_c1	1106	1106	-1	-1	H454							No edit. PL: 4 RS: 16 RL: 2 RWTS: 0 EL: 2
302_c1	1107	1107	1080	1080	H454							No edit. PL: 4 RS: 16 RL: 2 RWTS: 0 EL: 2
302_c1	1128	1128	1101	1101	ESDN							
302_c1	1128	1128	1101	1101	H454							No edit. PL: 1 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	1137	1137	1110	1110	H454							No edit. PL: 1 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	1141	1141	1114	1114	H454							No edit. PL: 2 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	1148	1148	1121	1121	H454							Smoking gun  Edit: A PL: 5 RS: 16 RL: 1 RWTS: 0 EL: 1
302_c1	1159	1159	-1	-1	H454							Smoking gun  Edit: G PL: 1 RS: 17 RL: 1 RWTS: 0 EL: 1
302_c1	1160	1160	1131	1131	ESDN							
302_c1	1168	1168	1139	1139	H454							No edit. PL: 1 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	1174	1174	1145	1145	H454							No edit. PL: 1 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	1180	1180	1151	1151	H454							No edit. PL: 2 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	1182	1182	1153	1153	H454							No edit. PL: 3 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	1186	1186	1157	1157	H454							No edit. PL: 3 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	1221	1221	1192	1192	ESDN							
302_c1	1221	1221	1192	1192	H454							No edit. PL: 1 RS: 16 RL: 0 RWTS: 0 EL: 0
302_c1	1222	1222	-1	-1	H454							Funny histogram No edit. PL: 7 RS: 10 RL: 4 RWTS: 0 EL: 4
302_c1	1223	1223	1193	1193	H454							Funny histogram No edit. PL: 7 RS: 10 RL: 4 RWTS: 0 EL: 4
302_c1	1227	1227	1197	1197	ESDN							
302_c1	1233	1233	1203	1203	H454							No edit. PL: 3 RS: 16 RL: 0 RWTS: 0 EL: 0
302_c1	1236	1236	1206	1206	ESDN							
302_c1	1238	1238	1208	1208	ESDN							
302_c1	1240	1240	1210	1210	ESDN							
302_c1	1250	1250	1220	1220	ESDN							
302_c1	1251	1251	-1	-1	H454							No edit. PL: 2 RS: 16 RL: 0 RWTS: 0 EL: 0
302_c1	1280	1280	1249	1249	H454							Funny histogram No edit. PL: 7 RS: 14 RL: 1 RWTS: 0 EL: 1
302_c1	1281	1281	1250	1250	H454							No edit. PL: 1 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	1296	1296	1265	1265	ESDN							
302_c1	1296	1296	1265	1265	H454							No edit. PL: 1 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	1307	1307	-1	-1	H454							Smoking gun  Edit: T PL: 3 RS: 15 RL: 1 RWTS: 0 EL: 1
302_c1	1308	1308	1276	1276	ESDN							
302_c1	1336	1336	1304	1304	H454							No edit. PL: 3 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	1348	1348	1316	1316	ESDN							
302_c1	1350	1350	1318	1318	ESDN							
302_c1	1351	1351	-1	-1	H454							No edit. PL: 1 RS: 17 RL: 2 RWTS: 0 EL: 2
302_c1	1354	1354	1321	1321	ESDN							
302_c1	1354	1354	1321	1321	H454							No edit. PL: 1 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	1366	1366	1333	1333	ESDN							
302_c1	1366	1366	1333	1333	H454							No edit. PL: 1 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	1371	1371	1337	1337	ESDN							
302_c1	1374	1374	1340	1340	H454							No edit. PL: 1 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	1379	1379	1345	1345	ESDN							
302_c1	1381	1381	1347	1347	ESDN							
302_c1	1381	1381	1347	1347	H454							No edit. PL: 3 RS: 16 RL: 0 RWTS: 0 EL: 0
302_c1	1388	1388	1354	1354	ESDN							
302_c1	1388	1388	1354	1354	H454							No edit. PL: 1 RS: 15 RL: 0 RWTS: 0 EL: 0
302_c1	1389	1389	1355	1355	H454							No edit. PL: 1 RS: 15 RL: 0 RWTS: 0 EL: 0
302_c1	1397	1397	-1	-1	H454							No edit. PL: 4 RS: 14 RL: 2 RWTS: 0 EL: 2
302_c1	1398	1398	1363	1363	H454							No edit. PL: 4 RS: 15 RL: 2 RWTS: 0 EL: 2
302_c1	1404	1404	1369	1369	ESDN							
302_c1	1404	1404	1369	1369	H454							No edit. PL: 1 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	1412	1412	1377	1377	ESDN							
302_c1	1412	1412	1377	1377	H454							No edit. PL: 1 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	1417	1417	1381	1381	H454							Smoking gun  Edit: T PL: 4 RS: 17 RL: 1 RWTS: 0 EL: 1
302_c1	1442	1442	1406	1406	ESDN							
302_c1	1443	1443	-1	-1	H454							No edit. PL: 0 RS: 16 RL: 2 RWTS: 0 EL: 2
302_c1	1456	1456	-1	-1	H454							No edit. PL: 0 RS: 16 RL: 2 RWTS: 0 EL: 2
302_c1	1461	1461	-1	-1	H454							No edit. PL: 5 RS: 14 RL: 2 RWTS: 0 EL: 2
302_c1	1462	1462	1423	1423	H454							No edit. PL: 5 RS: 14 RL: 2 RWTS: 0 EL: 2
302_c1	1469	1469	-1	-1	H454							No edit. PL: 4 RS: 14 RL: 3 RWTS: 0 EL: 3
302_c1	1477	1477	-1	-1	H454							No edit. PL: 4 RS: 14 RL: 3 RWTS: 0 EL: 3
302_c1	1494	1494	1453	1453	ESDN							
302_c1	1497	1497	1456	1456	ESDN							
302_c1	1497	1497	1456	1456	H454							No edit. PL: 1 RS: 16 RL: 0 RWTS: 0 EL: 0
302_c1	1504	1504	1463	1463	H454							No edit. PL: 1 RS: 16 RL: 0 RWTS: 0 EL: 0
302_c1	1506	1506	1465	1465	H454							No edit. PL: 1 RS: 16 RL: 0 RWTS: 0 EL: 0
302_c1	1507	1507	1466	1466	H454							No edit. PL: 2 RS: 16 RL: 0 RWTS: 0 EL: 0
302_c1	1512	1512	1471	1471	ESDN							
302_c1	1521	1521	1480	1480	H454							No edit. PL: 2 RS: 16 RL: 0 RWTS: 0 EL: 0
302_c1	1524	1524	1483	1483	ESDN							
302_c1	1524	1524	1483	1483	H454							No edit. PL: 1 RS: 16 RL: 0 RWTS: 0 EL: 0
302_c1	1536	1536	1495	1495	H454							No edit. PL: 2 RS: 16 RL: 0 RWTS: 0 EL: 0
302_c1	1537	1537	1496	1496	H454							No edit. PL: 1 RS: 15 RL: 0 RWTS: 0 EL: 0
302_c1	1543	1543	-1	-1	H454							No edit. PL: 3 RS: 16 RL: 0 RWTS: 0 EL: 0
302_c1	1566	1566	1524	1524	ESDN							
302_c1	1566	1566	1524	1524	H454							No edit. PL: 5 RS: 12 RL: 2 RWTS: 0 EL: 2
302_c1	1572	1572	-1	-1	ESDN							
302_c1	1572	1572	-1	-1	H454							No edit. PL: 1 RS: 14 RL: 0 RWTS: 0 EL: 0
302_c1	1574	1574	1531	1531	H454							No edit. PL: 1 RS: 14 RL: 0 RWTS: 0 EL: 0
302_c1	1597	1597	1554	1554	H454							No edit. PL: 3 RS: 13 RL: 0 RWTS: 0 EL: 0
302_c1	1621	1621	1578	1578	H454							No edit. PL: 3 RS: 14 RL: 0 RWTS: 0 EL: 0
302_c1	1647	1647	1604	1604	H454							No edit. PL: 2 RS: 16 RL: 0 RWTS: 0 EL: 0
302_c1	1665	1665	1622	1622	ESDN							
302_c1	1665	1665	1622	1622	H454							No edit. PL: 1 RS: 16 RL: 0 RWTS: 0 EL: 0
302_c1	1681	1681	1638	1638	ESDN							
302_c1	1681	1681	1638	1638	H454							No edit. PL: 2 RS: 15 RL: 0 RWTS: 0 EL: 0
302_c1	1684	1684	-1	-1	H454							Funny histogram No edit. PL: 1 RS: 14 RL: 2 RWTS: 0 EL: 2
302_c1	1695	1695	-1	-1	H454							No edit. PL: 2 RS: 15 RL: 2 RWTS: 0 EL: 2
302_c1	1720	1720	-1	-1	H454							Smoking gun  Edit: T PL: 3 RS: 15 RL: 1 RWTS: 0 EL: 1
302_c1	1721	1721	1675	1675	ESDN							
302_c1	1730	1730	-1	-1	H454							No edit. PL: 5 RS: 13 RL: 2 RWTS: 0 EL: 2
302_c1	1731	1731	1684	1684	H454							No edit. PL: 5 RS: 13 RL: 2 RWTS: 0 EL: 2
302_c1	1739	1739	1692	1692	H454							No edit. PL: 1 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	1764	1764	-1	-1	H454							Smoking gun  Edit: T PL: 0 RS: 15 RL: 1 RWTS: 0 EL: 1
302_c1	1777	1777	1729	1729	ESDN							
302_c1	1777	1777	1729	1729	H454							No edit. PL: 1 RS: 15 RL: 0 RWTS: 0 EL: 0
302_c1	1810	1810	1762	1762	H454							No edit. PL: 2 RS: 15 RL: 0 RWTS: 0 EL: 0
302_c1	1816	1816	1768	1768	H454							No edit. PL: 3 RS: 15 RL: 0 RWTS: 0 EL: 0
302_c1	1822	1822	-1	-1	H454							No edit. PL: 4 RS: 13 RL: 2 RWTS: 0 EL: 2
302_c1	1823	1823	1774	1774	H454							No edit. PL: 4 RS: 13 RL: 2 RWTS: 0 EL: 2
302_c1	1832	1832	1783	1783	ESDN							
302_c1	1836	1836	1787	1787	H454							Smoking gun  Edit: A PL: 3 RS: 19 RL: 1 RWTS: 0 EL: 1
302_c1	1839	1839	1790	1790	ESDN							
302_c1	1846	1846	1797	1797	ESDN							
302_c1	1846	1846	1797	1797	H454							No edit. PL: 2 RS: 21 RL: 0 RWTS: 0 EL: 0
302_c1	1847	1847	-1	-1	H454							Funny histogram No edit. PL: 1 RS: 20 RL: 2 RWTS: 0 EL: 2
302_c1	1852	1852	1802	1802	H454							No edit. PL: 1 RS: 22 RL: 0 RWTS: 0 EL: 0
302_c1	1867	1867	1817	1817	ESDN							
302_c1	1869	1869	1819	1819	ESDN							
302_c1	1874	1874	-1	-1	ESDN							
302_c1	1874	1874	-1	-1	H454							No edit. PL: 4 RS: 19 RL: 3 RWTS: 0 EL: 3
302_c1	1882	1882	-1	-1	ESDN							
302_c1	1882	1882	-1	-1	H454							No edit. PL: 4 RS: 19 RL: 3 RWTS: 0 EL: 3
302_c1	1894	1894	1842	1842	ESDN							
302_c1	1897	1897	1845	1845	ESDN							
302_c1	1897	1897	1845	1845	H454							No edit. PL: 1 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	1920	1920	1868	1868	H454							No edit. PL: 1 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	1928	1928	1876	1876	ESDN							
302_c1	1928	1928	1876	1876	H454							Smoking gun  Edit: T PL: 4 RS: 18 RL: 1 RWTS: 0 EL: 1
302_c1	1941	1941	1887	1887	ESDN							
302_c1	1943	1943	1889	1889	ESDN							
302_c1	1968	1968	-1	-1	H454							Smoking gun  Edit: T PL: 4 RS: 19 RL: 1 RWTS: 0 EL: 1
302_c1	1977	1977	1921	1921	H454							No edit. PL: 1 RS: 21 RL: 0 RWTS: 0 EL: 0
302_c1	1986	1986	-1	-1	H454							No edit. PL: 6 RS: 13 RL: 3 RWTS: 0 EL: 3
302_c1	1987	1987	1930	1930	H454							No edit. PL: 6 RS: 13 RL: 3 RWTS: 0 EL: 3
302_c1	1988	1988	1931	1931	ESDN							
302_c1	1994	1994	1937	1937	H454							No edit. PL: 2 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	2009	2009	1952	1952	ESDN							
302_c1	2009	2009	1952	1952	H454							No edit. PL: 3 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	2010	2010	1953	1953	ESDN							
302_c1	2010	2010	1953	1953	H454							No edit. PL: 3 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	2026	2026	1969	1969	ESDN							
302_c1	2026	2026	1969	1969	H454							No edit. PL: 1 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	2032	2032	1975	1975	H454							Smoking gun  Edit: C PL: 1 RS: 20 RL: 1 RWTS: 0 EL: 1
302_c1	2037	2037	-1	-1	H454							Smoking gun  Edit: G PL: 1 RS: 20 RL: 1 RWTS: 0 EL: 1
302_c1	2061	2061	-1	-1	H454							Smoking gun  Edit: C PL: 0 RS: 20 RL: 1 RWTS: 0 EL: 1
302_c1	2066	2066	-1	-1	H454							Funny histogram No edit. PL: 3 RS: 19 RL: 2 RWTS: 0 EL: 2
302_c1	2071	2071	2011	2011	ESDN							
302_c1	2071	2071	2011	2011	H454							Funny histogram No edit. PL: 4 RS: 18 RL: 2 RWTS: 0 EL: 2
302_c1	2075	2075	-1	-1	H454							Funny histogram No edit. PL: 4 RS: 17 RL: 2 RWTS: 0 EL: 2
302_c1	2086	2086	2025	2025	ESDN							
302_c1	2086	2086	2025	2025	H454							No edit. PL: 1 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	2102	2102	2041	2041	H454							No edit. PL: 3 RS: 19 RL: 0 RWTS: 0 EL: 0
302_c1	2119	2119	2058	2058	H454							No edit. PL: 1 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	2144	2144	2083	2083	H454							No edit. PL: 1 RS: 19 RL: 0 RWTS: 0 EL: 0
302_c1	2160	2160	-1	-1	H454							No edit. PL: 2 RS: 18 RL: 2 RWTS: 0 EL: 2
302_c1	2163	2163	2101	2101	ESDN							
302_c1	2163	2163	2101	2101	H454							No edit. PL: 2 RS: 19 RL: 0 RWTS: 0 EL: 0
302_c1	2166	2166	-1	-1	H454							No edit. PL: 4 RS: 17 RL: 2 RWTS: 0 EL: 2
302_c1	2167	2167	2104	2104	ESDN							
302_c1	2178	2178	2115	2115	ESDN							
302_c1	2179	2179	-1	-1	H454							No edit. PL: 1 RS: 19 RL: 0 RWTS: 0 EL: 0
302_c1	2186	2186	2122	2122	ESDN							
302_c1	2186	2186	2122	2122	H454							No edit. PL: 1 RS: 19 RL: 0 RWTS: 0 EL: 0
302_c1	2200	2200	-1	-1	H454							No edit. PL: 4 RS: 15 RL: 3 RWTS: 0 EL: 3
302_c1	2201	2201	2136	2136	H454							No edit. PL: 4 RS: 15 RL: 3 RWTS: 0 EL: 3
302_c1	2219	2219	2154	2154	H454							No edit. PL: 3 RS: 19 RL: 0 RWTS: 0 EL: 0
302_c1	2224	2224	2159	2159	H454							No edit. PL: 1 RS: 19 RL: 0 RWTS: 0 EL: 0
302_c1	2233	2233	2168	2168	H454							No edit. PL: 1 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	2272	2272	2207	2207	H454							No edit. PL: 3 RS: 16 RL: 0 RWTS: 0 EL: 0
302_c1	2283	2283	2218	2218	ESDN							
302_c1	2283	2283	2218	2218	H454							No edit. PL: 1 RS: 16 RL: 0 RWTS: 0 EL: 0
302_c1	2290	2290	-1	-1	H454							No edit. PL: 3 RS: 16 RL: 0 RWTS: 0 EL: 0
302_c1	2303	2303	2237	2237	H454							No edit. PL: 1 RS: 15 RL: 0 RWTS: 0 EL: 0
302_c1	2311	2311	2245	2245	ESDN							
302_c1	2311	2311	2245	2245	H454							No edit. PL: 4 RS: 13 RL: 0 RWTS: 0 EL: 0
302_c1	2313	2313	2247	2247	ESDN							
302_c1	2313	2313	2247	2247	H454							No edit. PL: 4 RS: 13 RL: 0 RWTS: 0 EL: 0
302_c1	2318	2318	2252	2252	ESDN							
302_c1	2321	2321	2255	2255	ESDN							
302_c1	2321	2321	2255	2255	H454							No edit. PL: 1 RS: 15 RL: 0 RWTS: 0 EL: 0
302_c1	2322	2322	-1	-1	H454							No edit. PL: 8 RS: 9 RL: 2 RWTS: 0 EL: 2
