#
# conName	fromPadded	toPadded	fromUnPadded	toUnPadded	type	SNPqual	qualA	qualC	qualG	qualT	qual*	comment
#
302_c1	1190	1190	-1	-1	H454							No edit. PL: 2 RS: 19 RL: 2 RWTS: 0 EL: 2
302_c1	1204	1204	-1	-1	H454							No edit. PL: 5 RS: 13 RL: 5 RWTS: 0 EL: 5
302_c1	1205	1205	1181	1181	H454							No edit. PL: 5 RS: 13 RL: 5 RWTS: 0 EL: 5
302_c1	1210	1210	1186	1186	H454							No edit. PL: 2 RS: 21 RL: 0 RWTS: 0 EL: 0
302_c1	1218	1218	1194	1194	H454							No edit. PL: 1 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	1246	1246	1222	1222	H454							No edit. PL: 1 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	1272	1272	-1	-1	H454							No edit. PL: 4 RS: 16 RL: 3 RWTS: 1 EL: 2
302_c1	1273	1273	1248	1248	H454							No edit. PL: 4 RS: 16 RL: 3 RWTS: 1 EL: 2
302_c1	1281	1281	1256	1256	H454							No edit. PL: 3 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	1299	1299	1274	1274	H454							No edit. PL: 2 RS: 21 RL: 0 RWTS: 0 EL: 0
302_c1	1315	1315	1290	1290	H454							No edit. PL: 2 RS: 23 RL: 0 RWTS: 0 EL: 0
302_c1	1322	1322	1297	1297	H454							No edit. PL: 1 RS: 22 RL: 0 RWTS: 0 EL: 0
302_c1	1344	1344	1319	1319	H454							No edit. PL: 5 RS: 21 RL: 0 RWTS: 0 EL: 0
302_c1	1372	1372	1347	1347	H454							No edit. PL: 4 RS: 22 RL: 0 RWTS: 0 EL: 0
302_c1	1384	1384	1359	1359	H454							No edit. PL: 1 RS: 22 RL: 0 RWTS: 0 EL: 0
302_c1	1407	1407	-1	-1	H454							No edit. PL: 4 RS: 18 RL: 4 RWTS: 0 EL: 4
302_c1	1416	1416	1390	1390	H454							No edit. PL: 1 RS: 21 RL: 0 RWTS: 0 EL: 0
302_c1	1418	1418	1392	1392	H454							No edit. PL: 3 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	1429	1429	1403	1403	H454							No edit. PL: 2 RS: 22 RL: 0 RWTS: 0 EL: 0
302_c1	1435	1435	-1	-1	H454							No edit. PL: 3 RS: 19 RL: 4 RWTS: 1 EL: 3
302_c1	1443	1443	-1	-1	H454							No edit. PL: 5 RS: 16 RL: 4 RWTS: 0 EL: 4
302_c1	1444	1444	1416	1416	H454							No edit. PL: 5 RS: 16 RL: 4 RWTS: 0 EL: 4
302_c1	1465	1465	1437	1437	H454							No edit. PL: 3 RS: 22 RL: 0 RWTS: 0 EL: 0
302_c1	1490	1490	-1	-1	H454							No edit. PL: 3 RS: 18 RL: 4 RWTS: 2 EL: 2
302_c1	1497	1497	-1	-1	H454							No edit. PL: 4 RS: 17 RL: 2 RWTS: 0 EL: 2
302_c1	1498	1498	1468	1468	H454							No edit. PL: 4 RS: 17 RL: 2 RWTS: 0 EL: 2
302_c1	1502	1502	1472	1472	H454							No edit. PL: 2 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	1505	1505	1475	1475	H454							No edit. PL: 4 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	1518	1518	-1	-1	H454							No edit. PL: 6 RS: 15 RL: 3 RWTS: 0 EL: 3
302_c1	1519	1519	1488	1488	H454							No edit. PL: 6 RS: 15 RL: 3 RWTS: 0 EL: 3
302_c1	1544	1544	1513	1513	H454							No edit. PL: 1 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	1545	1545	-1	-1	H454							No edit. PL: 0 RS: 19 RL: 2 RWTS: 0 EL: 2
302_c1	1546	1546	1514	1514	H454							No edit. PL: 1 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	1551	1551	1519	1519	H454							No edit. PL: 6 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	1552	1552	1520	1520	H454							No edit. PL: 6 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	1569	1569	-1	-1	H454							No edit. PL: 5 RS: 18 RL: 3 RWTS: 1 EL: 2
302_c1	1576	1576	1543	1543	H454							No edit. PL: 2 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	1588	1588	1555	1555	H454							No edit. PL: 4 RS: 19 RL: 0 RWTS: 0 EL: 0
302_c1	1606	1606	-1	-1	H454							No edit. PL: 4 RS: 18 RL: 3 RWTS: 0 EL: 3
302_c1	1625	1625	-1	-1	H454							No edit. PL: 5 RS: 16 RL: 2 RWTS: 0 EL: 2
302_c1	1626	1626	1591	1591	H454							No edit. PL: 5 RS: 16 RL: 2 RWTS: 0 EL: 2
302_c1	1634	1634	-1	-1	H454							Funny histogram No edit. PL: 3 RS: 20 RL: 1 RWTS: 0 EL: 1
302_c1	1635	1635	-1	-1	H454							Funny histogram No edit. PL: 3 RS: 20 RL: 1 RWTS: 0 EL: 1
302_c1	1644	1644	-1	-1	H454							No edit. PL: 4 RS: 17 RL: 2 RWTS: 0 EL: 2
302_c1	1645	1645	1607	1607	H454							No edit. PL: 4 RS: 17 RL: 2 RWTS: 0 EL: 2
302_c1	1650	1650	1612	1612	H454							No edit. PL: 3 RS: 19 RL: 0 RWTS: 0 EL: 0
302_c1	1686	1686	-1	-1	H454							No edit. PL: 7 RS: 13 RL: 3 RWTS: 0 EL: 3
302_c1	1687	1687	1648	1648	H454							No edit. PL: 7 RS: 13 RL: 3 RWTS: 0 EL: 3
302_c1	1698	1698	1659	1659	H454							No edit. PL: 4 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	1707	1707	1668	1668	H454							No edit. PL: 4 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	1750	1750	1711	1711	H454							No edit. PL: 1 RS: 21 RL: 0 RWTS: 0 EL: 0
302_c1	1763	1763	1724	1724	H454							No edit. PL: 1 RS: 21 RL: 0 RWTS: 0 EL: 0
302_c1	1776	1776	1737	1737	H454							No edit. PL: 1 RS: 21 RL: 0 RWTS: 0 EL: 0
302_c1	1782	1782	1743	1743	H454							No edit. PL: 4 RS: 19 RL: 0 RWTS: 0 EL: 0
302_c1	1790	1790	1751	1751	H454							No edit. PL: 1 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	1791	1791	-1	-1	H454							No edit. PL: 4 RS: 19 RL: 2 RWTS: 0 EL: 2
302_c1	1802	1802	1762	1762	H454							No edit. PL: 2 RS: 21 RL: 0 RWTS: 0 EL: 0
302_c1	1836	1836	1796	1796	H454							No edit. PL: 1 RS: 19 RL: 0 RWTS: 0 EL: 0
302_c1	1856	1856	1816	1816	H454							No edit. PL: 1 RS: 19 RL: 0 RWTS: 0 EL: 0
302_c1	1874	1874	1834	1834	H454							No edit. PL: 1 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	1886	1886	1846	1846	H454							No edit. PL: 2 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	1889	1889	1849	1849	H454							No edit. PL: 1 RS: 16 RL: 0 RWTS: 0 EL: 0
302_c1	1906	1906	1866	1866	H454							No edit. PL: 1 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	1919	1919	1879	1879	H454							No edit. PL: 1 RS: 16 RL: 0 RWTS: 0 EL: 0
302_c1	1927	1927	1887	1887	H454							No edit. PL: 3 RS: 16 RL: 0 RWTS: 0 EL: 0
302_c1	1942	1942	1902	1902	H454							No edit. PL: 2 RS: 16 RL: 0 RWTS: 0 EL: 0
302_c1	1956	1956	1916	1916	H454							No edit. PL: 2 RS: 16 RL: 0 RWTS: 0 EL: 0
302_c1	1958	1958	1918	1918	H454							No edit. PL: 1 RS: 16 RL: 0 RWTS: 0 EL: 0
302_c1	1964	1964	1924	1924	H454							No edit. PL: 1 RS: 16 RL: 0 RWTS: 0 EL: 0
302_c1	1979	1979	-1	-1	H454							No edit. PL: 3 RS: 13 RL: 3 RWTS: 0 EL: 3
302_c1	1991	1991	1950	1950	H454							No edit. PL: 1 RS: 15 RL: 0 RWTS: 0 EL: 0
302_c1	1992	1992	-1	-1	H454							Funny histogram No edit. PL: 0 RS: 14 RL: 2 RWTS: 0 EL: 2
302_c1	2014	2014	-1	-1	H454							No edit. PL: 4 RS: 7 RL: 2 RWTS: 1 EL: 1
302_c1	2015	2015	1972	1972	H454							No edit. PL: 4 RS: 8 RL: 2 RWTS: 1 EL: 1
302_c1	2021	2021	1978	1978	H454							No edit. PL: 3 RS: 14 RL: 0 RWTS: 0 EL: 0
302_c1	2025	2025	1982	1982	H454							No edit. PL: 3 RS: 12 RL: 0 RWTS: 0 EL: 0
302_c1	2047	2047	2004	2004	H454							No edit. PL: 3 RS: 15 RL: 0 RWTS: 0 EL: 0
302_c1	2053	2053	-1	-1	H454							No edit. PL: 4 RS: 13 RL: 3 RWTS: 0 EL: 3
302_c1	2054	2054	2010	2010	H454							No edit. PL: 4 RS: 13 RL: 3 RWTS: 0 EL: 3
302_c1	2058	2058	2014	2014	H454							No edit. PL: 1 RS: 16 RL: 0 RWTS: 0 EL: 0
302_c1	2087	2087	-1	-1	H454							No edit. PL: 4 RS: 14 RL: 2 RWTS: 0 EL: 2
302_c1	2092	2092	2047	2047	H454							No edit. PL: 3 RS: 15 RL: 0 RWTS: 0 EL: 0
302_c1	2142	2142	2097	2097	H454							No edit. PL: 1 RS: 15 RL: 0 RWTS: 0 EL: 0
302_c1	2153	2153	2108	2108	H454							No edit. PL: 3 RS: 13 RL: 0 RWTS: 0 EL: 0
302_c1	2174	2174	2129	2129	H454							No edit. PL: 1 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	2209	2209	2164	2164	H454							No edit. PL: 3 RS: 16 RL: 0 RWTS: 0 EL: 0
302_c1	2234	2234	2189	2189	H454							No edit. PL: 3 RS: 15 RL: 0 RWTS: 0 EL: 0
302_c1	2245	2245	2200	2200	H454							No edit. PL: 1 RS: 15 RL: 0 RWTS: 0 EL: 0
302_c1	2253	2253	2208	2208	H454							No edit. PL: 1 RS: 15 RL: 0 RWTS: 0 EL: 0
302_c1	2256	2256	-1	-1	H454							No edit. PL: 5 RS: 12 RL: 4 RWTS: 0 EL: 4
302_c1	2257	2257	2211	2211	H454							No edit. PL: 5 RS: 12 RL: 4 RWTS: 0 EL: 4
302_c1	2267	2267	2221	2221	H454							No edit. PL: 1 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	2268	2268	2222	2222	H454							No edit. PL: 1 RS: 16 RL: 0 RWTS: 0 EL: 0
302_c1	2279	2279	2233	2233	H454							No edit. PL: 1 RS: 16 RL: 0 RWTS: 0 EL: 0
302_c1	2282	2282	-1	-1	H454							No edit. PL: 3 RS: 12 RL: 3 RWTS: 0 EL: 3
302_c1	2287	2287	2240	2240	H454							No edit. PL: 1 RS: 14 RL: 0 RWTS: 0 EL: 0
302_c1	2317	2317	2270	2270	H454							No edit. PL: 1 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	2321	2321	2274	2274	H454							No edit. PL: 1 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	2360	2360	2313	2313	H454							No edit. PL: 2 RS: 16 RL: 0 RWTS: 0 EL: 0
302_c1	2363	2363	-1	-1	H454							No edit. PL: 5 RS: 11 RL: 2 RWTS: 0 EL: 2
302_c1	2364	2364	2316	2316	H454							No edit. PL: 5 RS: 11 RL: 2 RWTS: 0 EL: 2
302_c1	2388	2388	2340	2340	H454							No edit. PL: 2 RS: 16 RL: 0 RWTS: 0 EL: 0
302_c1	2393	2393	2345	2345	H454							No edit. PL: 3 RS: 16 RL: 0 RWTS: 0 EL: 0
302_c1	2409	2409	2361	2361	H454							No edit. PL: 1 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	2410	2410	2362	2362	H454							No edit. PL: 1 RS: 16 RL: 0 RWTS: 0 EL: 0
302_c1	2411	2411	2363	2363	H454							No edit. PL: 1 RS: 16 RL: 0 RWTS: 0 EL: 0
302_c1	2415	2415	2367	2367	H454							No edit. PL: 1 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	2437	2437	2389	2389	H454							No edit. PL: 3 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	2449	2449	2401	2401	H454							No edit. PL: 2 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	2453	2453	2405	2405	H454							No edit. PL: 2 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	2458	2458	2410	2410	H454							No edit. PL: 1 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	2462	2462	2414	2414	H454							No edit. PL: 1 RS: 19 RL: 0 RWTS: 0 EL: 0
302_c1	2469	2469	2421	2421	H454							No edit. PL: 1 RS: 21 RL: 0 RWTS: 0 EL: 0
302_c1	2482	2482	2434	2434	H454							No edit. PL: 1 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	2496	2496	-1	-1	H454							No edit. PL: 2 RS: 19 RL: 2 RWTS: 0 EL: 2
302_c1	2506	2506	2457	2457	H454							No edit. PL: 2 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	2508	2508	2459	2459	H454							No edit. PL: 2 RS: 19 RL: 0 RWTS: 0 EL: 0
302_c1	2512	2512	2463	2463	H454							No edit. PL: 1 RS: 21 RL: 0 RWTS: 0 EL: 0
302_c1	2542	2542	2493	2493	H454							No edit. PL: 1 RS: 22 RL: 0 RWTS: 0 EL: 0
302_c1	2553	2553	2504	2504	H454							No edit. PL: 1 RS: 22 RL: 0 RWTS: 0 EL: 0
302_c1	2554	2554	-1	-1	H454							No edit. PL: 4 RS: 15 RL: 3 RWTS: 1 EL: 2
302_c1	2555	2555	2505	2505	H454							No edit. PL: 4 RS: 15 RL: 3 RWTS: 1 EL: 2
302_c1	2562	2562	2512	2512	H454							No edit. PL: 2 RS: 22 RL: 0 RWTS: 0 EL: 0
302_c1	2563	2563	-1	-1	H454							No edit. PL: 5 RS: 16 RL: 4 RWTS: 1 EL: 3
302_c1	2564	2564	2513	2513	H454							No edit. PL: 5 RS: 16 RL: 4 RWTS: 1 EL: 3
302_c1	2572	2572	-1	-1	H454							No edit. PL: 5 RS: 16 RL: 4 RWTS: 0 EL: 4
302_c1	2573	2573	2521	2521	H454							No edit. PL: 5 RS: 16 RL: 4 RWTS: 0 EL: 4
302_c1	2585	2585	2533	2533	H454							No edit. PL: 1 RS: 23 RL: 0 RWTS: 0 EL: 0
302_c1	2614	2614	2562	2562	H454							No edit. PL: 2 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	2620	2620	-1	-1	H454							Funny histogram No edit. PL: 0 RS: 20 RL: 2 RWTS: 0 EL: 2
302_c1	2631	2631	2578	2578	H454							No edit. PL: 2 RS: 21 RL: 0 RWTS: 0 EL: 0
302_c1	2633	2633	2580	2580	H454							No edit. PL: 2 RS: 22 RL: 0 RWTS: 0 EL: 0
302_c1	2638	2638	2585	2585	H454							No edit. PL: 1 RS: 21 RL: 0 RWTS: 0 EL: 0
302_c1	2640	2640	2587	2587	H454							No edit. PL: 1 RS: 22 RL: 0 RWTS: 0 EL: 0
302_c1	2643	2643	2590	2590	H454							No edit. PL: 1 RS: 23 RL: 0 RWTS: 0 EL: 0
302_c1	2644	2644	2591	2591	H454							No edit. PL: 1 RS: 22 RL: 0 RWTS: 0 EL: 0
302_c1	2656	2656	2603	2603	H454							No edit. PL: 1 RS: 21 RL: 0 RWTS: 0 EL: 0
302_c1	2657	2657	2604	2604	H454							No edit. PL: 1 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	2660	2660	2607	2607	H454							No edit. PL: 5 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	2661	2661	2608	2608	H454							No edit. PL: 5 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	2682	2682	2629	2629	H454							No edit. PL: 1 RS: 19 RL: 0 RWTS: 0 EL: 0
302_c1	2708	2708	2655	2655	H454							No edit. PL: 1 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	2726	2726	2673	2673	H454							No edit. PL: 3 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	2730	2730	2677	2677	H454							No edit. PL: 1 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	2736	2736	2683	2683	H454							No edit. PL: 6 RS: 15 RL: 0 RWTS: 0 EL: 0
302_c1	2748	2748	2695	2695	H454							No edit. PL: 3 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	2751	2751	2698	2698	H454							No edit. PL: 2 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	2756	2756	2703	2703	H454							No edit. PL: 3 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	2761	2761	-1	-1	H454							No edit. PL: 3 RS: 16 RL: 2 RWTS: 0 EL: 2
302_c1	2762	2762	2708	2708	H454							No edit. PL: 3 RS: 16 RL: 2 RWTS: 0 EL: 2
302_c1	2765	2765	-1	-1	H454							No edit. PL: 3 RS: 17 RL: 2 RWTS: 0 EL: 2
302_c1	2773	2773	-1	-1	H454							No edit. PL: 4 RS: 14 RL: 2 RWTS: 0 EL: 2
302_c1	2774	2774	2718	2718	H454							No edit. PL: 4 RS: 14 RL: 2 RWTS: 0 EL: 2
302_c1	2792	2792	2736	2736	H454							No edit. PL: 1 RS: 16 RL: 0 RWTS: 0 EL: 0
302_c1	2800	2800	-1	-1	H454							No edit. PL: 0 RS: 14 RL: 2 RWTS: 0 EL: 2
302_c1	2803	2803	2746	2746	H454							No edit. PL: 1 RS: 15 RL: 0 RWTS: 0 EL: 0
302_c1	2808	2808	2751	2751	H454							No edit. PL: 4 RS: 15 RL: 0 RWTS: 0 EL: 0
302_c1	2814	2814	2757	2757	H454							No edit. PL: 1 RS: 14 RL: 0 RWTS: 0 EL: 0
302_c1	2816	2816	2759	2759	H454							No edit. PL: 1 RS: 15 RL: 0 RWTS: 0 EL: 0
302_c1	2833	2833	2776	2776	H454							No edit. PL: 1 RS: 15 RL: 0 RWTS: 0 EL: 0
302_c1	2857	2857	2800	2800	H454							No edit. PL: 1 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	2859	2859	2802	2802	H454							No edit. PL: 1 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	2865	2865	2808	2808	H454							No edit. PL: 1 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	2874	2874	2817	2817	H454							No edit. PL: 3 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	2875	2875	-1	-1	H454							No edit. PL: 4 RS: 13 RL: 2 RWTS: 0 EL: 2
302_c1	2876	2876	2818	2818	H454							No edit. PL: 4 RS: 13 RL: 2 RWTS: 0 EL: 2
302_c1	2899	2899	2841	2841	H454							No edit. PL: 2 RS: 19 RL: 0 RWTS: 0 EL: 0
302_c1	2904	2904	2846	2846	H454							No edit. PL: 2 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	2914	2914	2856	2856	H454							No edit. PL: 3 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	2939	2939	2881	2881	H454							No edit. PL: 3 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	2952	2952	-1	-1	H454							No edit. PL: 1 RS: 16 RL: 0 RWTS: 0 EL: 0
302_c1	2953	2953	2894	2894	H454							No edit. PL: 3 RS: 16 RL: 2 RWTS: 0 EL: 2
302_c1	2980	2980	-1	-1	H454							No edit. PL: 5 RS: 10 RL: 4 RWTS: 1 EL: 3
302_c1	2981	2981	2921	2921	H454							No edit. PL: 5 RS: 10 RL: 4 RWTS: 1 EL: 3
302_c1	2987	2987	2927	2927	H454							No edit. PL: 4 RS: 16 RL: 0 RWTS: 0 EL: 0
302_c1	3021	3021	2961	2961	H454							No edit. PL: 4 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	3031	3031	2971	2971	H454							No edit. PL: 1 RS: 16 RL: 0 RWTS: 0 EL: 0
302_c1	3035	3035	2975	2975	H454							No edit. PL: 3 RS: 16 RL: 0 RWTS: 0 EL: 0
302_c1	3086	3086	3026	3026	H454							No edit. PL: 4 RS: 14 RL: 0 RWTS: 0 EL: 0
302_c1	3093	3093	3033	3033	H454							No edit. PL: 2 RS: 14 RL: 0 RWTS: 0 EL: 0
302_c1	3103	3103	-1	-1	H454							No edit. PL: 5 RS: 12 RL: 2 RWTS: 0 EL: 2
302_c1	3104	3104	3043	3043	H454							No edit. PL: 5 RS: 12 RL: 2 RWTS: 0 EL: 2
302_c1	3113	3113	3052	3052	H454							No edit. PL: 3 RS: 16 RL: 0 RWTS: 0 EL: 0
302_c1	3129	3129	3068	3068	H454							No edit. PL: 3 RS: 15 RL: 0 RWTS: 0 EL: 0
302_c1	3133	3133	3072	3072	H454							No edit. PL: 4 RS: 14 RL: 0 RWTS: 0 EL: 0
302_c1	3144	3144	-1	-1	H454							Funny histogram No edit. PL: 14 RS: 9 RL: 4 RWTS: 1 EL: 3
302_c1	3145	3145	-1	-1	H454							Funny histogram No edit. PL: 14 RS: 9 RL: 4 RWTS: 1 EL: 3
302_c1	3146	3146	3083	3083	H454							Funny histogram No edit. PL: 14 RS: 9 RL: 4 RWTS: 1 EL: 3
302_c1	3171	3171	3108	3108	H454							No edit. PL: 4 RS: 16 RL: 0 RWTS: 0 EL: 0
302_c1	3177	3177	3114	3114	H454							No edit. PL: 2 RS: 16 RL: 0 RWTS: 0 EL: 0
302_c1	3179	3179	-1	-1	H454							No edit. PL: 2 RS: 16 RL: 2 RWTS: 1 EL: 1
302_c1	3185	3185	3121	3121	H454							No edit. PL: 4 RS: 16 RL: 0 RWTS: 0 EL: 0
302_c1	3191	3191	-1	-1	H454							No edit. PL: 3 RS: 12 RL: 2 RWTS: 1 EL: 1
302_c1	3192	3192	3127	3127	H454							No edit. PL: 3 RS: 12 RL: 2 RWTS: 1 EL: 1
302_c1	3198	3198	3133	3133	H454							No edit. PL: 2 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	3212	3212	-1	-1	H454							No edit. PL: 3 RS: 17 RL: 2 RWTS: 0 EL: 2
302_c1	3221	3221	3155	3155	H454							No edit. PL: 3 RS: 18 RL: 0 RWTS: 0 EL: 0
