#
# conName	fromPadded	toPadded	fromUnPadded	toUnPadded	type	SNPqual	qualA	qualC	qualG	qualT	qual*	comment
#
302_c1	482	482	-1	-1	H454							No edit. PL: 3 RS: 18 RL: 2 RWTS: 0 EL: 2
302_c1	483	483	465	465	H454							No edit. PL: 3 RS: 18 RL: 2 RWTS: 0 EL: 2
302_c1	491	491	473	473	H454							No edit. PL: 2 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	498	498	480	480	H454							No edit. PL: 3 RS: 19 RL: 0 RWTS: 0 EL: 0
302_c1	504	504	486	486	H454							No edit. PL: 3 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	544	544	526	526	H454							No edit. PL: 2 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	545	545	527	527	H454							No edit. PL: 1 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	555	555	537	537	H454							No edit. PL: 2 RS: 19 RL: 0 RWTS: 0 EL: 0
302_c1	557	557	539	539	H454							No edit. PL: 3 RS: 19 RL: 0 RWTS: 0 EL: 0
302_c1	572	572	-1	-1	H454							No edit. PL: 1 RS: 18 RL: 2 RWTS: 0 EL: 2
302_c1	584	584	-1	-1	H454							Funny histogram No edit. PL: 2 RS: 21 RL: 1 RWTS: 0 EL: 1
302_c1	585	585	-1	-1	H454							Funny histogram No edit. PL: 2 RS: 21 RL: 1 RWTS: 0 EL: 1
302_c1	592	592	571	571	H454							No edit. PL: 2 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	634	634	613	613	H454							No edit. PL: 3 RS: 21 RL: 0 RWTS: 0 EL: 0
302_c1	642	642	-1	-1	H454							No edit. PL: 3 RS: 19 RL: 3 RWTS: 0 EL: 3
302_c1	646	646	624	624	H454							No edit. PL: 1 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	655	655	-1	-1	H454							No edit. PL: 1 RS: 19 RL: 3 RWTS: 0 EL: 3
302_c1	657	657	634	634	H454							No edit. PL: 1 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	661	661	-1	-1	H454							No edit. PL: 4 RS: 18 RL: 2 RWTS: 0 EL: 2
302_c1	662	662	638	638	H454							No edit. PL: 4 RS: 18 RL: 2 RWTS: 0 EL: 2
302_c1	688	688	664	664	H454							No edit. PL: 2 RS: 22 RL: 0 RWTS: 0 EL: 0
302_c1	729	729	705	705	H454							No edit. PL: 1 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	730	730	706	706	H454							No edit. PL: 1 RS: 19 RL: 0 RWTS: 0 EL: 0
302_c1	734	734	710	710	H454							No edit. PL: 2 RS: 19 RL: 0 RWTS: 0 EL: 0
302_c1	741	741	-1	-1	H454							No edit. PL: 0 RS: 18 RL: 2 RWTS: 0 EL: 2
302_c1	775	775	750	750	H454							No edit. PL: 1 RS: 19 RL: 0 RWTS: 0 EL: 0
302_c1	788	788	763	763	H454							No edit. PL: 2 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	796	796	-1	-1	H454							No edit. PL: 3 RS: 18 RL: 2 RWTS: 1 EL: 1
302_c1	800	800	774	774	ESDN							
302_c1	800	800	774	774	H454							No edit. PL: 4 RS: 19 RL: 0 RWTS: 0 EL: 0
302_c1	823	823	797	797	H454							No edit. PL: 2 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	831	831	805	805	H454							No edit. PL: 1 RS: 19 RL: 0 RWTS: 0 EL: 0
302_c1	838	838	812	812	H454							No edit. PL: 1 RS: 19 RL: 0 RWTS: 0 EL: 0
302_c1	865	865	839	839	H454							No edit. PL: 3 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	868	868	842	842	H454							No edit. PL: 2 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	879	879	853	853	H454							No edit. PL: 3 RS: 19 RL: 0 RWTS: 0 EL: 0
302_c1	896	896	870	870	H454							No edit. PL: 1 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	903	903	877	877	H454							No edit. PL: 1 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	907	907	881	881	H454							No edit. PL: 6 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	937	937	-1	-1	H454							No edit. PL: 3 RS: 16 RL: 2 RWTS: 0 EL: 2
302_c1	946	946	919	919	H454							No edit. PL: 2 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	953	953	-1	-1	H454							No edit. PL: 6 RS: 18 RL: 2 RWTS: 0 EL: 2
302_c1	984	984	956	956	H454							No edit. PL: 2 RS: 19 RL: 0 RWTS: 0 EL: 0
302_c1	989	989	961	961	H454							No edit. PL: 2 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	992	992	964	964	H454							No edit. PL: 2 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	998	998	970	970	H454							No edit. PL: 3 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	1006	1006	978	978	H454							No edit. PL: 3 RS: 19 RL: 0 RWTS: 0 EL: 0
302_c1	1007	1007	979	979	H454							No edit. PL: 1 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	1009	1009	-1	-1	H454							No edit. PL: 4 RS: 15 RL: 3 RWTS: 0 EL: 3
302_c1	1010	1010	981	981	H454							No edit. PL: 4 RS: 15 RL: 3 RWTS: 0 EL: 3
302_c1	1014	1014	985	985	H454							No edit. PL: 2 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	1017	1017	988	988	H454							No edit. PL: 4 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	1033	1033	-1	-1	H454							No edit. PL: 3 RS: 17 RL: 2 RWTS: 0 EL: 2
302_c1	1034	1034	1004	1004	H454							No edit. PL: 3 RS: 17 RL: 2 RWTS: 0 EL: 2
302_c1	1040	1040	1010	1010	H454							No edit. PL: 3 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	1046	1046	-1	-1	H454							No edit. PL: 3 RS: 17 RL: 2 RWTS: 0 EL: 2
302_c1	1047	1047	1016	1016	H454							No edit. PL: 3 RS: 17 RL: 2 RWTS: 0 EL: 2
302_c1	1051	1051	1020	1020	H454							No edit. PL: 3 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	1056	1056	1025	1025	H454							No edit. PL: 2 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	1071	1071	-1	-1	H454							No edit. PL: 7 RS: 11 RL: 4 RWTS: 0 EL: 4
302_c1	1072	1072	1040	1040	H454							No edit. PL: 7 RS: 11 RL: 4 RWTS: 0 EL: 4
302_c1	1083	1083	-1	-1	H454							No edit. PL: 4 RS: 15 RL: 2 RWTS: 0 EL: 2
302_c1	1084	1084	1051	1051	H454							No edit. PL: 4 RS: 15 RL: 2 RWTS: 0 EL: 2
302_c1	1090	1090	1057	1057	H454							No edit. PL: 2 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	1099	1099	1066	1066	H454							No edit. PL: 1 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	1112	1112	1079	1079	H454							No edit. PL: 2 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	1131	1131	-1	-1	H454							No edit. PL: 5 RS: 9 RL: 4 RWTS: 0 EL: 4
302_c1	1132	1132	1098	1098	H454							No edit. PL: 5 RS: 9 RL: 4 RWTS: 0 EL: 4
302_c1	1143	1143	1109	1109	H454							No edit. PL: 4 RS: 15 RL: 0 RWTS: 0 EL: 0
302_c1	1144	1144	1110	1110	H454							No edit. PL: 4 RS: 15 RL: 0 RWTS: 0 EL: 0
302_c1	1175	1175	1141	1141	ESDN							
302_c1	1175	1175	1141	1141	H454							No edit. PL: 1 RS: 14 RL: 0 RWTS: 0 EL: 0
302_c1	1184	1184	-1	-1	H454							No edit. PL: 5 RS: 11 RL: 2 RWTS: 0 EL: 2
302_c1	1185	1185	1150	1150	H454							No edit. PL: 5 RS: 11 RL: 2 RWTS: 0 EL: 2
302_c1	1190	1190	1155	1155	H454							Smoking gun  Edit: T PL: 3 RS: 13 RL: 1 RWTS: 0 EL: 1
302_c1	1199	1199	-1	-1	H454							Funny histogram No edit. PL: 4 RS: 14 RL: 1 RWTS: 0 EL: 1
302_c1	1200	1200	-1	-1	H454							Funny histogram No edit. PL: 4 RS: 14 RL: 1 RWTS: 0 EL: 1
302_c1	1210	1210	-1	-1	H454							No edit. PL: 2 RS: 13 RL: 2 RWTS: 0 EL: 2
302_c1	1218	1218	1180	1180	H454							No edit. PL: 2 RS: 14 RL: 0 RWTS: 0 EL: 0
302_c1	1219	1219	1181	1181	H454							No edit. PL: 2 RS: 14 RL: 0 RWTS: 0 EL: 0
302_c1	1240	1240	1202	1202	H454							No edit. PL: 2 RS: 11 RL: 0 RWTS: 0 EL: 0
302_c1	1241	1241	-1	-1	H454							No edit. PL: 0 RS: 11 RL: 4 RWTS: 0 EL: 4
302_c1	1255	1255	1216	1216	H454							No edit. PL: 1 RS: 15 RL: 0 RWTS: 0 EL: 0
302_c1	1257	1257	1218	1218	H454							No edit. PL: 4 RS: 14 RL: 0 RWTS: 0 EL: 0
302_c1	1261	1261	1222	1222	ESDN							
302_c1	1261	1261	1222	1222	H454							No edit. PL: 2 RS: 15 RL: 0 RWTS: 0 EL: 0
302_c1	1264	1264	1225	1225	H454							No edit. PL: 1 RS: 15 RL: 0 RWTS: 0 EL: 0
302_c1	1266	1266	1227	1227	H454							No edit. PL: 1 RS: 15 RL: 0 RWTS: 0 EL: 0
302_c1	1270	1270	1231	1231	H454							No edit. PL: 1 RS: 15 RL: 0 RWTS: 0 EL: 0
302_c1	1274	1274	-1	-1	H454							No edit. PL: 3 RS: 13 RL: 2 RWTS: 0 EL: 2
302_c1	1275	1275	1235	1235	H454							No edit. PL: 3 RS: 13 RL: 2 RWTS: 0 EL: 2
302_c1	1279	1279	1239	1239	H454							No edit. PL: 1 RS: 15 RL: 0 RWTS: 0 EL: 0
302_c1	1295	1295	1255	1255	H454							No edit. PL: 7 RS: 11 RL: 2 RWTS: 0 EL: 2
302_c1	1296	1296	-1	-1	H454							No edit. PL: 7 RS: 9 RL: 2 RWTS: 0 EL: 2
302_c1	1315	1315	1274	1274	H454							No edit. PL: 3 RS: 15 RL: 0 RWTS: 0 EL: 0
302_c1	1324	1324	1283	1283	H454							No edit. PL: 3 RS: 12 RL: 0 RWTS: 0 EL: 0
302_c1	1328	1328	1287	1287	H454							No edit. PL: 1 RS: 12 RL: 0 RWTS: 0 EL: 0
302_c1	1367	1367	1326	1326	H454							No edit. PL: 2 RS: 14 RL: 0 RWTS: 0 EL: 0
302_c1	1373	1373	1332	1332	H454							No edit. PL: 1 RS: 15 RL: 0 RWTS: 0 EL: 0
302_c1	1385	1385	1344	1344	H454							No edit. PL: 5 RS: 13 RL: 0 RWTS: 0 EL: 0
302_c1	1392	1392	-1	-1	H454							No edit. PL: 3 RS: 14 RL: 2 RWTS: 0 EL: 2
302_c1	1393	1393	1351	1351	H454							No edit. PL: 3 RS: 14 RL: 2 RWTS: 0 EL: 2
302_c1	1396	1396	1354	1354	H454							No edit. PL: 3 RS: 16 RL: 0 RWTS: 0 EL: 0
302_c1	1419	1419	1377	1377	H454							No edit. PL: 4 RS: 13 RL: 0 RWTS: 0 EL: 0
302_c1	1439	1439	1397	1397	H454							No edit. PL: 1 RS: 15 RL: 0 RWTS: 0 EL: 0
302_c1	1446	1446	1404	1404	H454							No edit. PL: 2 RS: 16 RL: 0 RWTS: 0 EL: 0
302_c1	1455	1455	1413	1413	H454							No edit. PL: 3 RS: 16 RL: 0 RWTS: 0 EL: 0
302_c1	1465	1465	1422	1422	H454							No edit. PL: 8 RS: 12 RL: 4 RWTS: 1 EL: 3
302_c1	1491	1491	1448	1448	H454							No edit. PL: 1 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	1505	1505	1462	1462	H454							No edit. PL: 3 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	1507	1507	1464	1464	H454							No edit. PL: 3 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	1508	1508	1465	1465	H454							No edit. PL: 1 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	1518	1518	-1	-1	H454							Funny histogram No edit. PL: 1 RS: 18 RL: 1 RWTS: 0 EL: 1
302_c1	1520	1520	1476	1476	H454							No edit. PL: 3 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	1536	1536	1492	1492	H454							No edit. PL: 2 RS: 19 RL: 0 RWTS: 0 EL: 0
302_c1	1561	1561	1517	1517	H454							No edit. PL: 1 RS: 19 RL: 0 RWTS: 0 EL: 0
302_c1	1570	1570	1526	1526	H454							No edit. PL: 1 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	1573	1573	1529	1529	H454							No edit. PL: 3 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	1584	1584	1540	1540	H454							No edit. PL: 4 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	1590	1590	-1	-1	H454							No edit. PL: 4 RS: 16 RL: 3 RWTS: 0 EL: 3
302_c1	1591	1591	1546	1546	H454							No edit. PL: 4 RS: 16 RL: 3 RWTS: 0 EL: 3
302_c1	1594	1594	1549	1549	ESDN							
302_c1	1604	1604	1559	1559	H454							No edit. PL: 3 RS: 19 RL: 0 RWTS: 0 EL: 0
302_c1	1623	1623	-1	-1	H454							No edit. PL: 4 RS: 18 RL: 3 RWTS: 1 EL: 2
302_c1	1648	1648	1602	1602	H454							No edit. PL: 1 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	1654	1654	1608	1608	H454							No edit. PL: 1 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	1673	1673	1627	1627	H454							No edit. PL: 1 RS: 21 RL: 0 RWTS: 0 EL: 0
302_c1	1688	1688	1642	1642	H454							No edit. PL: 3 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	1717	1717	-1	-1	H454							Funny histogram No edit. PL: 4 RS: 20 RL: 2 RWTS: 0 EL: 2
302_c1	1726	1726	-1	-1	H454							Smoking gun  Edit: G PL: 0 RS: 20 RL: 2 RWTS: 0 EL: 2
302_c1	1734	1734	1686	1686	H454							No edit. PL: 3 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	1754	1754	1706	1706	H454							No edit. PL: 4 RS: 21 RL: 0 RWTS: 0 EL: 0
302_c1	1758	1758	1710	1710	H454							No edit. PL: 1 RS: 21 RL: 0 RWTS: 0 EL: 0
302_c1	1774	1774	1726	1726	H454							No edit. PL: 3 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	1785	1785	1737	1737	H454							No edit. PL: 3 RS: 19 RL: 0 RWTS: 0 EL: 0
302_c1	1788	1788	1740	1740	H454							Funny histogram No edit. PL: 1 RS: 20 RL: 1 RWTS: 0 EL: 1
302_c1	1789	1789	1741	1741	H454							No edit. PL: 1 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	1795	1795	1747	1747	H454							No edit. PL: 2 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	1798	1798	-1	-1	H454							No edit. PL: 6 RS: 13 RL: 4 RWTS: 1 EL: 3
302_c1	1799	1799	1750	1750	H454							No edit. PL: 6 RS: 13 RL: 4 RWTS: 1 EL: 3
302_c1	1813	1813	1764	1764	H454							No edit. PL: 1 RS: 21 RL: 0 RWTS: 0 EL: 0
302_c1	1817	1817	1768	1768	H454							No edit. PL: 4 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	1838	1838	1789	1789	H454							No edit. PL: 2 RS: 21 RL: 0 RWTS: 0 EL: 0
302_c1	1840	1840	1791	1791	H454							No edit. PL: 2 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	1856	1856	1807	1807	H454							No edit. PL: 2 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	1858	1858	1809	1809	H454							No edit. PL: 4 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	1866	1866	1817	1817	H454							No edit. PL: 1 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	1895	1895	-1	-1	H454							No edit. PL: 4 RS: 17 RL: 4 RWTS: 0 EL: 4
302_c1	1912	1912	-1	-1	H454							No edit. PL: 4 RS: 20 RL: 3 RWTS: 0 EL: 3
302_c1	1923	1923	1872	1872	H454							No edit. PL: 3 RS: 21 RL: 0 RWTS: 0 EL: 0
302_c1	1934	1934	1883	1883	H454							No edit. PL: 1 RS: 22 RL: 0 RWTS: 0 EL: 0
302_c1	1938	1938	-1	-1	H454							Funny histogram No edit. PL: 1 RS: 20 RL: 2 RWTS: 0 EL: 2
302_c1	1948	1948	1896	1896	H454							No edit. PL: 3 RS: 19 RL: 0 RWTS: 0 EL: 0
302_c1	1960	1960	-1	-1	H454							No edit. PL: 4 RS: 13 RL: 2 RWTS: 0 EL: 2
302_c1	1961	1961	1908	1908	H454							No edit. PL: 4 RS: 13 RL: 2 RWTS: 0 EL: 2
302_c1	1968	1968	1915	1915	H454							No edit. PL: 3 RS: 15 RL: 0 RWTS: 0 EL: 0
302_c1	2020	2020	1967	1967	H454							No edit. PL: 2 RS: 15 RL: 0 RWTS: 0 EL: 0
302_c1	2046	2046	1993	1993	H454							No edit. PL: 1 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	2050	2050	-1	-1	H454							No edit. PL: 5 RS: 13 RL: 2 RWTS: 0 EL: 2
302_c1	2051	2051	1997	1997	H454							No edit. PL: 5 RS: 13 RL: 2 RWTS: 0 EL: 2
302_c1	2087	2087	-1	-1	H454							No edit. PL: 2 RS: 15 RL: 2 RWTS: 0 EL: 2
302_c1	2099	2099	-1	-1	H454							Funny histogram No edit. PL: 1 RS: 14 RL: 2 RWTS: 0 EL: 2
302_c1	2136	2136	2080	2080	H454							No edit. PL: 2 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	2156	2156	2100	2100	H454							No edit. PL: 4 RS: 15 RL: 0 RWTS: 0 EL: 0
302_c1	2161	2161	2105	2105	H454							No edit. PL: 3 RS: 15 RL: 0 RWTS: 0 EL: 0
302_c1	2178	2178	2122	2122	H454							No edit. PL: 2 RS: 14 RL: 0 RWTS: 0 EL: 0
302_c1	2185	2185	2129	2129	H454							No edit. PL: 3 RS: 14 RL: 0 RWTS: 0 EL: 0
302_c1	2210	2210	2154	2154	H454							No edit. PL: 1 RS: 15 RL: 0 RWTS: 0 EL: 0
302_c1	2213	2213	-1	-1	H454							No edit. PL: 5 RS: 14 RL: 2 RWTS: 0 EL: 2
302_c1	2227	2227	2170	2170	H454							No edit. PL: 2 RS: 14 RL: 0 RWTS: 0 EL: 0
302_c1	2261	2261	2204	2204	H454							No edit. PL: 2 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	2275	2275	2218	2218	H454							No edit. PL: 2 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	2277	2277	2220	2220	H454							No edit. PL: 1 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	2279	2279	2222	2222	H454							No edit. PL: 1 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	2287	2287	2230	2230	H454							No edit. PL: 2 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	2302	2302	-1	-1	H454							No edit. PL: 4 RS: 14 RL: 4 RWTS: 0 EL: 4
302_c1	2310	2310	-1	-1	H454							No edit. PL: 4 RS: 15 RL: 3 RWTS: 0 EL: 3
302_c1	2317	2317	-1	-1	H454							No edit. PL: 5 RS: 15 RL: 2 RWTS: 0 EL: 2
302_c1	2318	2318	2258	2258	H454							No edit. PL: 5 RS: 15 RL: 2 RWTS: 0 EL: 2
302_c1	2327	2327	-1	-1	H454							No edit. PL: 0 RS: 17 RL: 2 RWTS: 0 EL: 2
302_c1	2345	2345	2284	2284	H454							No edit. PL: 2 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	2362	2362	2301	2301	H454							No edit. PL: 4 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	2380	2380	-1	-1	H454							No edit. PL: 4 RS: 15 RL: 2 RWTS: 0 EL: 2
302_c1	2381	2381	2319	2319	H454							No edit. PL: 4 RS: 15 RL: 2 RWTS: 0 EL: 2
302_c1	2392	2392	2330	2330	H454							No edit. PL: 1 RS: 16 RL: 0 RWTS: 0 EL: 0
302_c1	2407	2407	2345	2345	H454							No edit. PL: 1 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	2441	2441	2379	2379	H454							No edit. PL: 3 RS: 19 RL: 0 RWTS: 0 EL: 0
302_c1	2496	2496	2434	2434	H454							Funny histogram No edit. PL: 3 RS: 18 RL: 1 RWTS: 0 EL: 1
302_c1	2497	2497	2435	2435	H454							No edit. PL: 1 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	2498	2498	2436	2436	H454							Funny histogram No edit. PL: 7 RS: 16 RL: 1 RWTS: 0 EL: 1
302_c1	2506	2506	2444	2444	H454							No edit. PL: 6 RS: 16 RL: 0 RWTS: 0 EL: 0
302_c1	2542	2542	2480	2480	H454							No edit. PL: 3 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	2548	2548	-1	-1	H454							No edit. PL: 7 RS: 13 RL: 3 RWTS: 0 EL: 3
302_c1	2549	2549	2486	2486	H454							No edit. PL: 7 RS: 13 RL: 3 RWTS: 0 EL: 3
302_c1	2575	2575	2512	2512	H454							No edit. PL: 1 RS: 17 RL: 0 RWTS: 0 EL: 0
302_c1	2589	2589	2526	2526	H454							No edit. PL: 3 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	2593	2593	2530	2530	H454							No edit. PL: 3 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	2596	2596	2533	2533	H454							No edit. PL: 2 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	2603	2603	2540	2540	H454							No edit. PL: 1 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	2609	2609	2546	2546	H454							No edit. PL: 1 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	2627	2627	2564	2564	H454							No edit. PL: 5 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	2633	2633	2570	2570	H454							No edit. PL: 2 RS: 19 RL: 0 RWTS: 0 EL: 0
302_c1	2638	2638	2575	2575	H454							No edit. PL: 1 RS: 18 RL: 0 RWTS: 0 EL: 0
302_c1	2665	2665	-1	-1	H454							No edit. PL: 4 RS: 16 RL: 2 RWTS: 0 EL: 2
302_c1	2666	2666	2602	2602	H454							No edit. PL: 4 RS: 16 RL: 2 RWTS: 0 EL: 2
302_c1	2680	2680	-1	-1	H454							No edit. PL: 6 RS: 13 RL: 3 RWTS: 0 EL: 3
302_c1	2681	2681	2616	2616	H454							No edit. PL: 6 RS: 13 RL: 3 RWTS: 0 EL: 3
302_c1	2711	2711	2646	2646	H454							No edit. PL: 2 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	2716	2716	-1	-1	H454							No edit. PL: 4 RS: 17 RL: 4 RWTS: 0 EL: 4
302_c1	2733	2733	-1	-1	H454							No edit. PL: 5 RS: 16 RL: 3 RWTS: 1 EL: 2
302_c1	2734	2734	2667	2667	H454							No edit. PL: 5 RS: 16 RL: 3 RWTS: 1 EL: 2
302_c1	2755	2755	-1	-1	H454							No edit. PL: 4 RS: 16 RL: 4 RWTS: 0 EL: 4
302_c1	2789	2789	-1	-1	H454							No edit. PL: 1 RS: 19 RL: 2 RWTS: 1 EL: 1
302_c1	2791	2791	2722	2722	H454							No edit. PL: 1 RS: 20 RL: 0 RWTS: 0 EL: 0
302_c1	2797	2797	2728	2728	H454							No edit. PL: 2 RS: 19 RL: 0 RWTS: 0 EL: 0
